Value of catch by fleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All values in US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Albacore,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bigeye,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skipjack,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellowfin,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,1997.000000000000,1998.000000000000,1999.000000000000,2000.000000000000,2001.000000000000,2002.000000000000,2003.000000000000,2004.000000000000,2005.000000000000,2006.000000000000,2007.000000000000,2008.000000000000,2009.000000000000,2010.000000000000,2011.000000000000,2012.000000000000,2013.000000000000,2014.000000000000,2015.000000000000,2016.000000000000,2017.000000000000,2018.000000000000,2019.000000000000,2020.000000000000,2021.000000000000,2022.000000000000,2023.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.1 All gears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFA members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,676391.474619672000,1100217.052991000000,807892.045913831000,998556.715891072000,1622461.774481960000,1082860.259854370000,1019309.752558620000,1564308.398465100000,1934305.403321200000,7060907.297665600000,3848105.171221650000,3177233.076602460000,4025634.816284110000,1993021.025631410000,1987601.820527850000,2505697.388283110000,1941746.503397810000,2119367.603657730000,2865596.625075030000,2688012.785771830000,2476700.204536710000,2531670.522193870000,3158443.767625770000,4076774.572289910000,3550561.663902780000,3814561.762295140000,2247731.633157570000,,5545208.210392150000,7535036.437049350000,6538895.677118440000,5858381.442695740000,9029112.720949680000,6494394.324825630000,7040222.027230530000,6706756.413820800000,6110765.695164480000,3715732.564718040000,7408895.951416170000,8493233.279862730000,6291598.611925500000,4812473.900213320000,4009179.808475540000,6150464.864381220000,4628091.381415430000,4295991.387801460000,6342540.911773290000,7193701.449392350000,3522133.209336790000,2943315.625922710000,2061068.626201050000,2812204.304045100000,3725771.634537670000,3674903.526781490000,2607660.455144720000,,5307412.822796080000,1286352.253756260000,2868339.945458270000,2140158.461943670000,394749.520813394000,69881.899139402200,382000.304264071000,158229.463432264000,1746.193966801650,44996.995770426300,10550.967773863100,25502.177718945300,11536.414829542600,4967.692374378760,3361.987143621190,8466.297093812010,6206.889439902790,2888.736599946970,5973.942029215740,4255.220128232100,23145.797362402300,9843.294283855540,9806.319979739720,6796.836957944040,8271.601814564840,29600.382503908000,8864.082317322470,,9615035.875944310000,11099301.963696600000,11554310.165319400000,11602347.641344300000,16046001.400671400000,19672649.018251300000,22355305.393920300000,14985728.663352300000,9735439.192627610000,11920676.447045900000,9184738.786765680000,12292892.430303700000,10434915.090717300000,11485744.009608200000,17161400.349767400000,11440377.370767300000,11146937.180965700000,13683924.207230500000,15943640.882415500000,13699799.468752600000,13149645.161484200000,11001011.885793800000,14500955.208313300000,14581307.436350800000,10067851.595306300000,10891647.720186300000,11482504.253436500000,,21144048.383752200000,21020907.707493200000,21769437.833809900000,20599444.261874800000,27092325.416916400000,27319785.502070700000,30796837.477973600000,23415022.939070400000,17782256.485080100000,22742313.305199900000,20452290.877177400000,23988860.964487800000,20763684.933756500000,18296206.627827300000,23161543.965914400000,20105005.920525400000,17722981.955218900000,20102171.935289600000,25157752.361293000000,23585768.924045000000,19171624.372720100000,16485841.328194200000,19730273.922119900000,21477083.149643700000,17352456.495561300000,18410713.391766900000,16346760.424056200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,0.000000000000,45074.069210059800,106954.975345566000,776140.370820207000,509203.387683570000,1174142.694982590000,3854912.668641270000,4877600.492436320000,5977878.507751440000,6264182.430303110000,5254855.517359390000,5535899.448269760000,4097001.946973320000,6481999.926315300000,6641573.005194130000,9740059.241337430000,3401196.333247910000,3468056.078712650000,3584260.478360450000,4029084.666882890000,7650649.127612200000,10396008.740072700000,9016209.151192370000,4185441.822282160000,2538006.333842900000,3378104.928097650000,689644.932900617000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6908.272931101510,362598.287328250000,1392644.646320000000,2953370.568703440000,1693270.965218900000,1216350.646188710000,1750105.872005300000,2414823.873145000000,1869305.777408400000,3341412.009318420000,9702883.751349290000,18012398.565631800000,1972753.821942630000,1594172.153854410000,1211950.492695530000,1593761.943388380000,2502568.332949830000,1785742.636145080000,1456524.428359670000,1008602.223001420000,1516296.904963380000,1970181.608044390000,467733.793216010000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,12022.692325058400,23787.564734392700,55113.633330339000,27939.103468826400,63363.117126680400,54073.708759574000,91807.837952046200,102674.091982929000,153998.465145726000,226934.132194431000,651904.876223525000,82758.525865370600,197878.457096368000,102751.802902511000,53899.454957606600,126411.662517736000,131243.923784741000,2551044.097586570000,467622.382706550000,3927632.261615870000,5939810.089117540000,3944516.631208500000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,5691.408864126340,233920.206968443000,1081052.026218550000,3211308.004365020000,2681929.473346390000,1706085.638422810000,1915532.817586690000,1840208.764029360000,1483173.371881740000,1623904.896792910000,3633706.455998330000,6290536.906266020000,2875495.130719820000,4083244.252410400000,2482725.888442280000,2479387.339013430000,4996642.225443100000,4639186.633155120000,3641389.397341050000,3372795.427383860000,3264396.640783450000,2648477.593525020000,2215300.587050410000,,0.000000000000,45074.069210059800,106954.975345566000,776140.370820207000,521803.069478798000,1782683.881604340000,6352396.905914220000,11097392.698835100000,10381018.049785600000,9249981.832041310000,8974567.915710950000,9882739.923396170000,7552155.188246400000,11601315.297572400000,20205097.344736200000,34694899.589458800000,8332203.811775730000,9343350.942073830000,7381688.662400770000,8156133.404242300000,15276271.348522900000,16952181.933157600000,16665167.074479700000,9034461.855374000000,11246332.141205600000,13936574.218784600000,7317195.944375540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,4045172.390420240000,4345550.036115310000,4350775.604235710000,14053932.804165300000,19901365.735299500000,14365349.496844900000,12964640.309345400000,24527052.097600700000,27952657.103522300000,31553513.035611300000,13923321.292936700000,23920061.705917100000,33082629.915044000000,24753588.657942800000,32075571.186405000000,36058717.140553600000,24016867.165571100000,21915468.802544900000,23718926.754440900000,23188512.044944300000,31449025.942564800000,32399996.151055600000,35910476.571013300000,23356447.958011800000,21303369.983416700000,26322250.374609600000,19638916.584591200000,,2806918.512438600000,2979118.179656730000,3394348.093065980000,5253398.261031730000,4573276.680389200000,5523148.912339240000,6091962.787843170000,9399813.942015510000,5566918.241815550000,5718331.391533500000,4064053.384782170000,5540862.996599830000,6637766.348482610000,5663588.279945370000,18010650.163315400000,17602017.563828600000,9618354.758658090000,14783115.546945000000,9558249.552392110000,12157877.994372500000,9336180.851543460000,8078269.348686340000,9458547.493883890000,7148237.202154490000,4984896.674464520000,4566766.078602720000,7962056.589708560000,,1181936.089556040000,518514.190317195000,370444.995229717000,214230.076270637000,401052.906375285000,420794.231377046000,361710.911038030000,461354.446749128000,502903.861644357000,535372.418164520000,705595.970536528000,911277.815371826000,121132.355710197000,188772.310226393000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,476720.578698622000,363112.117609139000,886662.083575105000,720201.031768763000,467901.553319009000,592684.182732720000,341892.875002013000,672586.469116577000,388246.805498724000,,5630178.562675430000,4512369.047146330000,4593440.454522350000,15927617.588117000000,11931105.413323400000,11380683.889473100000,15166916.518649000000,26518432.178172300000,16933240.714721000000,14644624.314496900000,11511849.289840500000,20667791.596242600000,25899067.757624500000,22007294.266672600000,37360772.991995800000,28938284.930207400000,18283495.050819700000,35239290.854301300000,26716767.082706300000,37127640.981022800000,39354220.153157300000,22949519.459922000000,28496495.268412700000,38120362.455063200000,18586560.146279300000,16046775.098096100000,15931730.422734700000,,13664205.555090300000,12355551.453235600000,12709009.147053800000,35449178.729584700000,36806800.735387400000,31689976.530034300000,34585230.526875500000,60906652.664537700000,50955719.921703200000,52451841.159806200000,30204819.938095900000,51039994.114131300000,65740596.376861300000,52613243.514787200000,87446994.341716200000,82599019.634589700000,51918716.975048900000,71937875.203791100000,60470663.968237900000,72837143.137948800000,81026089.030840700000,64147985.991432700000,74333420.886629000000,69217731.797962200000,45216719.679162500000,47608378.020425000000,43920950.402533100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,0.000000000000,0.000000000000,3819.820548055940,11584.184639107600,7488.285112993680,0.000000000000,1884.121538925350,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,103085.855439974000,144460.584408182000,91314.019319809300,1060238.669231220000,1883971.381045740000,1440709.863544810000,4311983.119712480000,5983469.508939700000,1540859.212690110000,6965460.519174360000,8873722.966186690000,1784246.136969530000,3050902.007566040000,5223288.292184600000,5881138.733346930000,,1947607.880338290000,4261839.209199330000,5262295.067601070000,7524303.563644920000,5391578.504740300000,5825972.149074600000,5479992.890100220000,5559715.893681710000,2736793.885996970000,1693443.746547440000,11126392.943757700000,9650585.511563160000,13803062.036860700000,13100129.251656300000,17649461.404186000000,22739257.117878700000,14905690.986675000000,24795052.130066600000,20972474.457947400000,21593660.606813000000,23760268.393869900000,33044979.584323100000,35159682.578170300000,30097153.032721700000,24948657.696965200000,25338000.515497700000,19250344.332064000000,,4714184.861976850000,8247554.257095160000,3809452.847071790000,6931949.692927150000,7709040.542192110000,9177822.753641490000,13479853.227574800000,17152784.979713200000,17572822.984908400000,7237169.870749580000,12894601.490632400000,23428000.597804400000,20975509.443074300000,23756746.857372800000,32668429.074567100000,59590032.094795800000,44608914.404581400000,42643529.688417200000,53565948.599165800000,80836416.776025200000,117358094.857135000000,160197973.920702000000,179738638.005795000000,188300930.450273000000,159119425.506481000000,210141337.723716000000,203255180.352668000000,,5921680.515656120000,8251550.072561650000,4291994.819477300000,8408837.164919380000,7422107.795901280000,7632551.579109860000,11756587.666069500000,8470002.995372080000,8732749.214429320000,4481813.719288330000,8763233.626102850000,8825515.345098890000,10903689.070114600000,11277196.237710300000,19679281.802164400000,21932050.484864600000,18436409.187493600000,24945233.636200600000,24172910.167538900000,31669561.485107900000,45473690.841667900000,56213285.142659600000,85177316.599469700000,71692298.640223400000,63254784.171983500000,70211870.930916800000,71156605.774553300000,,12583473.257971300000,20760943.538856100000,13367562.554698200000,22876674.606130600000,20530215.127946700000,22636346.481826000000,30718317.905283500000,31182503.868767000000,29042366.085334700000,13412427.336585400000,32784228.060493000000,41904101.454466400000,45785346.405489500000,48278532.931147600000,70088486.300237400000,105321578.366770000000,79834985.959795800000,93824525.318229100000,103023316.344365000000,140083108.376886000000,188132913.305363000000,256421699.166859000000,308949360.149622000000,291874628.260188000000,250373769.382996000000,310914497.462315000000,299543269.192632000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,176562.936498890000,608760.128798729000,1236945.114103080000,100478.473655773000,17254.010341854000,1077995.779928120000,1493666.493403780000,2056465.873803050000,1144638.268013190000,4496230.726845710000,6604164.483400000000,3262678.285748500000,7668156.249599800000,5165951.395524070000,,413564.635542552000,395342.237061770000,236745.657162654000,121735.530571887000,275773.118332710000,197623.005093148000,169311.490168324000,235566.336008707000,451391.140418227000,193762.573623672000,188598.548957802000,809315.607416870000,1740844.997777970000,2343983.555078200000,8714638.520929760000,12215682.026532700000,11704533.224428600000,9022014.745120400000,7941366.771704350000,17644195.659810900000,14347294.644309800000,20776069.601242900000,19293119.064824400000,29155307.611249300000,18875052.075771000000,43207761.969989000000,61269115.848898700000,,2339013.102658690000,4628881.469115190000,4173375.923371410000,4888194.765305270000,2499292.375289590000,4641510.655742870000,2822324.592310000000,3633944.081523000000,4553200.768435300000,3799950.377510690000,16281462.146042400000,21561241.188777600000,28768357.660430300000,33822533.530957800000,70568110.144608900000,124141314.286566000000,125441235.580435000000,123148285.624039000000,143614761.170752000000,188948794.574018000000,222735568.910300000000,256644211.862965000000,276253840.149248000000,221605431.544199000000,201128133.922051000000,260519544.279673000000,319871047.319362000000,,6343331.736526950000,6098326.042954130000,2832543.639034160000,4659413.832664880000,1811207.223255820000,3638152.341828170000,2873037.573668290000,2493155.537712130000,4356551.885625210000,3262152.872136160000,9380115.559029610000,12121718.732875700000,10370056.338946400000,15162519.547949900000,29057635.183129400000,32841171.166044100000,32381987.266079600000,44353052.376561400000,26988837.434685500000,48883764.248618300000,56999632.299489600000,54689405.952350900000,60884174.410634800000,63624969.085112600000,60671278.585301300000,68712167.826179100000,96360155.719606700000,,9095909.474728190000,11122549.749131100000,7242665.219568230000,9669344.128542040000,4586272.716878120000,8477286.002664200000,5864673.656146610000,6362665.955243840000,9361143.794478740000,7255865.823270530000,25850176.254029800000,34492275.529070200000,40879258.997154700000,51505599.570484700000,108949143.977467000000,170435112.593245000000,169628234.544600000000,176540606.756063000000,179622961.157070000000,256970420.975851000000,296138961.727902000000,333254325.684572000000,360927364.351553000000,320989872.723961000000,283937142.868872000000,380107630.325441000000,482666270.283392000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,37320.670437773600,26432.270625634400,45478.332128501900,12175.202575974600,60080.191256435500,17583.732889760300,0.000000000000,0.000000000000,73362.794371502000,140078.110244555000,111097.243660103000,573902.689606187000,31548.556449363000,178686.234716449000,532264.431948158000,303316.058451660000,,0.000000000000,0.000000000000,0.000000000000,314382.636927160000,1653062.863605790000,1865020.146924690000,2108697.650278220000,4154352.307710660000,4813383.669488750000,3214071.126459020000,6013598.680716440000,6384209.634160590000,6876997.212313550000,7124179.387669920000,19227526.312701500000,13388356.202763100000,11292350.385977700000,5605593.372197100000,2593885.629085470000,9226979.409572800000,18168342.560716700000,15586473.329463500000,14918542.494132100000,12064537.068917400000,15906052.744156700000,19698499.383713500000,21152183.227805700000,,0.000000000000,0.000000000000,0.000000000000,2742144.976264160000,20947726.068552700000,22109731.185782500000,18913912.500869800000,28945324.653266100000,34921260.045082800000,29939531.695983800000,64114274.548850600000,41568549.681880800000,39643735.920240100000,51896240.312041300000,113225003.022875000000,121561210.247226000000,125801235.167950000000,89956702.090648700000,92732307.331110000000,69513276.014799600000,86600891.054403800000,99376258.540758200000,105731742.021554000000,93872474.593556700000,101125846.584265000000,117074446.200040000000,96441215.612468500000,,0.000000000000,0.000000000000,0.000000000000,1599183.372209440000,6800936.487020160000,7565081.012942800000,8556436.089035180000,10216250.678314800000,13522696.444282600000,8586349.279124520000,10532982.187981100000,12258359.063805800000,9134988.329132810000,18765814.361087100000,28864407.324437700000,29110247.511769300000,27574395.912961600000,17721885.054872200000,9343059.052180880000,20146901.047707400000,31742718.021456500000,24793156.028614400000,42443472.769239200000,25062713.759202500000,27625732.533752100000,27990325.225287700000,28500266.863168600000,,0.000000000000,0.000000000000,0.000000000000,4655710.985400760000,29401725.419178600000,31539832.345650000000,29579046.240183200000,43315927.639291600000,53257340.158854200000,41739952.101567400000,80660855.417548100000,60248439.050285000000,55682153.732312100000,77831712.392926800000,161329111.862590000000,164119894.153015000000,164685565.199779000000,113284180.517718000000,104669252.012376000000,98960519.266451300000,136652029.746822000000,139866985.142496000000,163667659.974531000000,131031273.978126000000,144836318.096890000000,165295535.240990000000,146396981.761894000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,0.000000000000,0.000000000000,0.000000000000,4633.673855643030,4992.190075329120,3579.703338361560,3768.243077850710,4345.301106847500,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,182065.680840583000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,0.000000000000,0.000000000000,0.000000000000,7658.014957772210,41449.637586609100,19424.908249727700,68603.184547783400,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,221474.121386750000,550554.821719673000,4441053.268320640000,7003289.536331570000,6752176.142280350000,6334273.223958640000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1399.268513787800,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1700.145181263020,1153.641482954260,0.000000000000,8404.967859052980,6349.722820359010,6206.889439902790,4333.104899920460,3584.365217529440,4255.220128232100,5341.337852862080,10901448.419370000000,42140558.758650100000,97124081.394237100000,120448308.423088000000,137881870.634593000000,145562414.182143000000,,0.000000000000,0.000000000000,0.000000000000,51571.626448771200,28457.044320631700,11139.057474687800,36439.955575551500,6346.458506650230,0.000000000000,0.000000000000,0.000000000000,3762.920364152720,9608.258685986090,6189.501154109990,12899.927110979100,19383.672041163500,37054.072548290400,29129.870647005800,21093.402685888800,25719.483507693000,33015.506471563000,4139242.810802640000,5197556.630480350000,29249501.928681800000,49075497.650020200000,36635507.005396000000,37300255.345332400000,,0.000000000000,0.000000000000,0.000000000000,63863.315262186500,74898.871982569900,34143.669062777000,110210.651714973000,10691.759613497700,0.000000000000,0.000000000000,0.000000000000,5463.065545415740,10761.900168940300,6189.501154109990,21304.894970032100,25733.394861522500,43260.961988193200,33462.975546926300,24677.767903418300,29974.703635925100,38356.844324425100,15262165.351559400000,48070735.891690700000,130814636.591240000000,176527095.609440000000,181269553.782269000000,189196942.751434000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
